Categoría,Marca,Franquicia,MLA,Full Price,Final Price,Markdown %,Cuotas,Talles,URL,Fecha,Nombre Producto
FUTBOL,Nike,CLUB,1529412745,$ 99.999,$ 63.862,36.1%,3,,https://articulo.mercadolibre.com.ar/MLA-1529412745-botin-nike-mercurial-vapor-15-club-ninos-negro-dj5955-040-_JM?searchVariation=190593980937#polycard_client=search-desktop&searchVariation=190593980937&search_layout=grid&position=43&type=item&tracking_id=7c03e22c-6fc7-42a2-a12a-b97dd554f5da,2026-03-13,Botin Nike Mercurial Vapor 15 Club Niños Negro Dj5955-040
FUTBOL,Nike,PRO,2621958970,$ 289.999,$ 289.999,0.0%,3,,https://articulo.mercadolibre.com.ar/MLA-2621958970-botines-nike-tiempo-legend-10-pro-azul-402-_JM?searchVariation=193680151407#polycard_client=search-desktop&searchVariation=193680151407&search_layout=grid&position=17&type=item&tracking_id=8c327150-f8ff-4f5e-ab6a-aa08e4f63b8e,2026-03-13,Botines Nike Tiempo Legend 10 Pro Azul 402
FUTBOL,Nike,CLUB,2293697028,$ 136.999,$ 98.935,27.8%,0,3,https://articulo.mercadolibre.com.ar/MLA-2293697028-pantalon-nike-club-para-hombre-azul-410-_JM?searchVariation=190158300411#polycard_client=search-desktop&searchVariation=190158300411&search_layout=grid&position=36&type=item&tracking_id=cb8d1ec2-3b67-469a-b25b-a0b841e329cd,2026-03-13,Pantalón Nike Club Para Hombre Azul 410
FUTBOL,Nike,CLUB,2155516716,$ 145.999,$ 98.111,32.8%,0,2,https://articulo.mercadolibre.com.ar/MLA-2155516716-campera-nike-club-para-hombre-fq3426-010-_JM?searchVariation=184141948906#polycard_client=search-desktop&searchVariation=184141948906&search_layout=grid&position=38&type=item&tracking_id=cb8d1ec2-3b67-469a-b25b-a0b841e329cd,2026-03-13,Campera Nike Club Para Hombre Fq3426-010
FUTBOL,Nike,CLUB,2293606692,$ 136.999,$ 93.022,32.1%,0,4,https://articulo.mercadolibre.com.ar/MLA-2293606692-buzo-nike-club-para-hombre-azul-410-_JM?searchVariation=190159738069#polycard_client=search-desktop&searchVariation=190159738069&search_layout=grid&position=39&type=item&tracking_id=cb8d1ec2-3b67-469a-b25b-a0b841e329cd,2026-03-13,Buzo Nike Club Para Hombre Azul 410
FUTBOL,Nike,CLUB,1483790025,$ 134.999,$ 91.664,32.1%,0,4,https://articulo.mercadolibre.com.ar/MLA-1483790025-buzo-para-hombre-nike-club-algodon-moda-negro-_JM?searchVariation=183155470028#polycard_client=search-desktop&searchVariation=183155470028&search_layout=grid&position=40&type=item&tracking_id=cb8d1ec2-3b67-469a-b25b-a0b841e329cd,2026-03-13,Buzo Para Hombre Nike Club Algodón Moda Negro
FUTBOL,Nike,CLUB,1508189199,$ 134.999,$ 98.212,27.3%,0,3,https://articulo.mercadolibre.com.ar/MLA-1508189199-pantalon-nike-club-para-hombre-fn3805-010-_JM?searchVariation=184141575974#polycard_client=search-desktop&searchVariation=184141575974&search_layout=grid&position=41&type=item&tracking_id=cb8d1ec2-3b67-469a-b25b-a0b841e329cd,2026-03-13,Pantalón Nike Club Para Hombre Fn3805-010
FUTBOL,Nike,CLUB,1574812048,$ 54.999,$ 54.999,0.0%,6,6,https://articulo.mercadolibre.com.ar/MLA-1574812048-remera-para-hombre-nike-sportswear-club-blanco-_JM?searchVariation=180787922617#polycard_client=search-desktop&searchVariation=180787922617&search_layout=grid&position=44&type=item&tracking_id=cb8d1ec2-3b67-469a-b25b-a0b841e329cd,2026-03-13,Remera Para Hombre Nike Sportswear Club Blanco
FUTBOL,Nike,CLUB,1529425527,$ 87.999,$ 87.999,0.0%,0,4,https://articulo.mercadolibre.com.ar/MLA-1529425527-shorts-nike-club-para-hombre-negro-10-_JM?searchVariation=190593869445#polycard_client=search-desktop&searchVariation=190593869445&search_layout=grid&position=45&type=item&tracking_id=cb8d1ec2-3b67-469a-b25b-a0b841e329cd,2026-03-13,Shorts Nike Club Para Hombre Negro 10
FUTBOL,Nike,CLUB,1574798714,$ 54.999,$ 54.999,0.0%,6,5,https://articulo.mercadolibre.com.ar/MLA-1574798714-remera-para-hombre-nike-sportswear-club-negro-_JM?searchVariation=179302545174#polycard_client=search-desktop&searchVariation=179302545174&search_layout=grid&position=46&type=item&tracking_id=cb8d1ec2-3b67-469a-b25b-a0b841e329cd,2026-03-13,Remera Para Hombre Nike Sportswear Club Negro
FUTBOL,Nike,CLUB,2341273348,$ 54.999,$ 42.679,22.4%,6,2,https://articulo.mercadolibre.com.ar/MLA-2341273348-remera-nike-sportswear-club-para-hombre-verde-371-_JM?searchVariation=190601913427#polycard_client=search-desktop&searchVariation=190601913427&search_layout=grid&position=47&type=item&tracking_id=cb8d1ec2-3b67-469a-b25b-a0b841e329cd,2026-03-13,Remera Nike Sportswear Club Para Hombre Verde 371
FUTBOL,Nike,CLUB,1574837962,$ 54.999,$ 54.999,0.0%,6,4,https://articulo.mercadolibre.com.ar/MLA-1574837962-remera-para-mujer-nike-sportswear-club-essentials-blanco-_JM?searchVariation=180787916027#polycard_client=search-desktop&searchVariation=180787916027&search_layout=grid&position=50&type=item&tracking_id=cb8d1ec2-3b67-469a-b25b-a0b841e329cd,2026-03-13,Remera Para Mujer Nike Sportswear Club Essentials Blanco
FUTBOL,Nike,CLUB,2185645576,$ 54.999,$ 48.499,11.8%,6,4,https://articulo.mercadolibre.com.ar/MLA-2185645576-remera-nike-sportswear-club-essentials-para-mujer-dx7902-527-_JM?searchVariation=189058936143#polycard_client=search-desktop&searchVariation=189058936143&search_layout=grid&position=51&type=item&tracking_id=cb8d1ec2-3b67-469a-b25b-a0b841e329cd,2026-03-13,Remera Nike Sportswear Club Essentials Para Mujer Dx7902-527
FUTBOL,Nike,CLUB,1919028860,$ 54.999,$ 54.999,0.0%,6,5,https://articulo.mercadolibre.com.ar/MLA-1919028860-remera-para-mujer-nike-sportswear-club-essentials-negro-_JM?searchVariation=185101231025#polycard_client=search-desktop&searchVariation=185101231025&search_layout=grid&position=55&type=item&tracking_id=cb8d1ec2-3b67-469a-b25b-a0b841e329cd,2026-03-13,Remera Para Mujer Nike Sportswear Club Essentials Negro
FUTBOL,Nike,CLUB,1529657943,$ 54.999,$ 50.599,8.0%,0,3,https://articulo.mercadolibre.com.ar/MLA-1529657943-gorra-nike-dri-fit-club-marron-247-_JM?searchVariation=190594029785#polycard_client=search-desktop&searchVariation=190594029785&search_layout=grid&position=56&type=item&tracking_id=cb8d1ec2-3b67-469a-b25b-a0b841e329cd,2026-03-13,Gorra Nike Dri-fit Club Marrón 247
FUTBOL,Adidas,LEAGUE,1508180323,$ 149.999,$ 91.192,39.2%,3,,https://articulo.mercadolibre.com.ar/MLA-1508180323-botines-f50-league-para-cesped-artificial-jh7724-adidas-_JM?searchVariation=188773304219#polycard_client=search-desktop&searchVariation=188773304219&search_layout=grid&position=23&type=item&tracking_id=a2c599fb-f543-4e40-8839-6b5e6aa94e01,2026-03-13,Botines F50 League Para Césped Artificial Jh7724 adidas
FUTBOL,Adidas,LEAGUE,1517445643,$ 119.999,$ 119.999,0.0%,3,1,https://articulo.mercadolibre.com.ar/MLA-1517445643-botines-f50-league-sintetico-ninos-unisex-jh9999-adidas-_JM?searchVariation=185006531460#polycard_client=search-desktop&searchVariation=185006531460&search_layout=grid&position=24&type=item&tracking_id=a2c599fb-f543-4e40-8839-6b5e6aa94e01,2026-03-13,Botines F50 League Sintético Niños Unisex Jh9999 adidas
FUTBOL,Adidas,LEAGUE,1489319683,$ 149.999,$ 104.999,30.0%,3,1,https://articulo.mercadolibre.com.ar/MLA-1489319683-f50-league-fgmg-messi-ih0928-adidas-_JM?searchVariation=187527402687#polycard_client=search-desktop&searchVariation=187527402687&search_layout=grid&position=26&type=item&tracking_id=a2c599fb-f543-4e40-8839-6b5e6aa94e01,2026-03-13,F50 League Fg/mg Messi Ih0928 adidas
FUTBOL,Adidas,LEAGUE,1542844837,$ 79.999,$ 79.999,0.0%,0,1,https://articulo.mercadolibre.com.ar/MLA-1542844837-pelota-adidas-futbol-world-cup-26-trionda-league-jd8030-_JM?searchVariation=185722562510#polycard_client=search-desktop&searchVariation=185722562510&search_layout=grid&position=44&type=item&tracking_id=22251414-7758-4422-84c4-3ac08a99a413,2026-03-13,Pelota adidas Fútbol World Cup 26 Trionda League Jd8030
FUTBOL,Adidas,LEAGUE,1542948477,$ 89.999,$ 89.999,0.0%,0,1,https://articulo.mercadolibre.com.ar/MLA-1542948477-pelota-adidas-futbol-world-cup-league-jd8045-_JM?searchVariation=191144561687#polycard_client=search-desktop&searchVariation=191144561687&search_layout=grid&position=47&type=item&tracking_id=22251414-7758-4422-84c4-3ac08a99a413,2026-03-13,Pelota adidas Fútbol World Cup League Jd8045
FUTBOL,Adidas,LEAGUE,1587589423,$ 89.999,$ 89.999,0.0%,0,5,https://articulo.mercadolibre.com.ar/MLA-1587589423-pantalon-deportivo-tiro26-league-jy7153-adidas-_JM?searchVariation=193185349517#polycard_client=search-desktop&searchVariation=193185349517&search_layout=grid&position=53&type=item&tracking_id=22251414-7758-4422-84c4-3ac08a99a413,2026-03-13,Pantalón Deportivo Tiro26 League Jy7153 adidas
FUTBOL,Nike,PRO,2622318532,$ 289.999,$ 289.999,0.0%,3,3,https://articulo.mercadolibre.com.ar/MLA-2622318532-botines-nike-tiempo-legend-10-pro-azul-402-_JM?searchVariation=193679919771#polycard_client=search-desktop&searchVariation=193679919771&search_layout=grid&position=4&type=item&tracking_id=8c327150-f8ff-4f5e-ab6a-aa08e4f63b8e,2026-03-13,Botines Nike Tiempo Legend 10 Pro Azul 402
FUTBOL,Nike,PRO,2621390728,$ 289.999,$ 289.999,0.0%,3,6,https://articulo.mercadolibre.com.ar/MLA-2621390728-botines-nike-mercurial-vapor-16-pro-rosa-600-_JM?searchVariation=193679767857#polycard_client=search-desktop&searchVariation=193679767857&search_layout=grid&position=9&type=item&tracking_id=8c327150-f8ff-4f5e-ab6a-aa08e4f63b8e,2026-03-13,Botines Nike Mercurial Vapor 16 Pro Rosa 600
FUTBOL,Nike,PRO,1529606211,$ 284.999,$ 284.999,0.0%,3,5,https://articulo.mercadolibre.com.ar/MLA-1529606211-botines-nike-jr-mercurial-vapor-16-pro-para-ninos-rosa-6-_JM?searchVariation=185319872902#polycard_client=search-desktop&searchVariation=185319872902&search_layout=grid&position=26&type=item&tracking_id=8c327150-f8ff-4f5e-ab6a-aa08e4f63b8e,2026-03-13,Botines Nike Jr. Mercurial Vapor 16 Pro Para Niños Rosa 6
FUTBOL,Nike,PRO,1742215268,$ 59.999,$ 59.999,0.0%,0,5,https://articulo.mercadolibre.com.ar/MLA-1742215268-remera-para-hombre-nike-pro-negro-_JM?searchVariation=185116984695#polycard_client=search-desktop&searchVariation=185116984695&search_layout=grid&position=54&type=item&tracking_id=9eaa2d81-aaae-46b8-9f50-3dc13728d863,2026-03-13,Remera Para Hombre Nike Pro Negro
FUTBOL,Nike,PRO,1730275078,$ 59.999,$ 45.950,23.4%,3,2,https://articulo.mercadolibre.com.ar/MLA-1730275078-calzas-para-hombre-nike-pro-dri-fit-negro-_JM?searchVariation=182360258583#polycard_client=search-desktop&searchVariation=182360258583&search_layout=grid&position=56&type=item&tracking_id=9eaa2d81-aaae-46b8-9f50-3dc13728d863,2026-03-13,Calzas Para Hombre Nike Pro Dri-fit Negro
FUTBOL,Nike,PRO,1801800880,$ 67.999,$ 50.748,25.4%,6,3,https://articulo.mercadolibre.com.ar/MLA-1801800880-remera-para-hombre-nike-pro-blanco-_JM?searchVariation=180682393844#polycard_client=search-desktop&searchVariation=180682393844&search_layout=grid&position=1&type=item&tracking_id=07352ce7-d48e-44d3-96ef-41e4ef1abba0,2026-03-13,Remera Para Hombre Nike Pro Blanco
FUTBOL,Nike,PRO,1919041892,$ 59.999,$ 59.999,0.0%,6,3,https://articulo.mercadolibre.com.ar/MLA-1919041892-remera-para-hombre-nike-pro-entallado-blanco-_JM?searchVariation=185101244247#polycard_client=search-desktop&searchVariation=185101244247&search_layout=grid&position=2&type=item&tracking_id=07352ce7-d48e-44d3-96ef-41e4ef1abba0,2026-03-13,Remera Para Hombre Nike Pro Entallado Blanco
FUTBOL,Nike,PRO,1529670675,$ 87.999,$ 87.999,0.0%,6,5,https://articulo.mercadolibre.com.ar/MLA-1529670675-remera-nike-pro-training-para-hombre-negro-10-_JM?searchVariation=185319997806#polycard_client=search-desktop&searchVariation=185319997806&search_layout=grid&position=5&type=item&tracking_id=07352ce7-d48e-44d3-96ef-41e4ef1abba0,2026-03-13,Remera Nike Pro Training Para Hombre Negro 10
FUTBOL,Nike,PRO,2155633442,$ 76.999,$ 76.999,0.0%,6,3,https://articulo.mercadolibre.com.ar/MLA-2155633442-remera-nike-pro-breathe-para-hombre-hj4055-010-_JM?searchVariation=184142128006#polycard_client=search-desktop&searchVariation=184142128006&search_layout=grid&position=6&type=item&tracking_id=07352ce7-d48e-44d3-96ef-41e4ef1abba0,2026-03-13,Remera Nike Pro Breathe Para Hombre Hj4055-010
FUTBOL,Nike,PRO,2422366114,$ 169.999,$ 169.999,0.0%,0,1,https://articulo.mercadolibre.com.ar/MLA-2422366114-pantalon-nike-pro-training-para-hombre-negro-010-_JM?searchVariation=185986594788#polycard_client=search-desktop&searchVariation=185986594788&search_layout=grid&position=8&type=item&tracking_id=07352ce7-d48e-44d3-96ef-41e4ef1abba0,2026-03-13,Pantalón Nike Pro Training Para Hombre Negro 010
FUTBOL,Nike,PRO,1529412725,$ 114.999,$ 114.999,0.0%,0,4,https://articulo.mercadolibre.com.ar/MLA-1529412725-shorts-nike-pro-training-para-hombre-negro-10-_JM?searchVariation=190593980517#polycard_client=search-desktop&searchVariation=190593980517&search_layout=grid&position=9&type=item&tracking_id=07352ce7-d48e-44d3-96ef-41e4ef1abba0,2026-03-13,Shorts Nike Pro Training Para Hombre Negro 10
FUTBOL,Nike,PRO,2341263766,$ 69.999,$ 69.999,0.0%,0,2,https://articulo.mercadolibre.com.ar/MLA-2341263766-calzas-nike-pro-para-mujer-negro-10-_JM?searchVariation=190603304543#polycard_client=search-desktop&searchVariation=190603304543&search_layout=grid&position=10&type=item&tracking_id=07352ce7-d48e-44d3-96ef-41e4ef1abba0,2026-03-13,Calzas Nike Pro Para Mujer Negro 10
FUTBOL,Nike,PRO,1541592643,$ 84.999,$ 84.999,0.0%,0,2,https://articulo.mercadolibre.com.ar/MLA-1541592643-musculosa-nike-pro-para-mujer-negro-010-_JM?searchVariation=185681936426#polycard_client=search-desktop&searchVariation=185681936426&search_layout=grid&position=11&type=item&tracking_id=07352ce7-d48e-44d3-96ef-41e4ef1abba0,2026-03-13,Musculosa Nike Pro Para Mujer Negro 010
FUTBOL,Nike,PRO,1510442141,$ 104.999,$ 104.999,0.0%,0,4,https://articulo.mercadolibre.com.ar/MLA-1510442141-tops-deportivos-nike-pro-indy-plunge-para-mujer-hf7324-233-_JM?searchVariation=189058510741#polycard_client=search-desktop&searchVariation=189058510741&search_layout=grid&position=17&type=item&tracking_id=07352ce7-d48e-44d3-96ef-41e4ef1abba0,2026-03-13,Tops Deportivos Nike Pro Indy Plunge Para Mujer Hf7324-233
FUTBOL,Nike,PRO,2565231096,$ 109.999,$ 109.999,0.0%,0,2,https://articulo.mercadolibre.com.ar/MLA-2565231096-top-deportivo-nike-pro-para-mujer-rojo-696-_JM?searchVariation=187043739594#polycard_client=search-desktop&searchVariation=187043739594&search_layout=grid&position=19&type=item&tracking_id=07352ce7-d48e-44d3-96ef-41e4ef1abba0,2026-03-13,Top Deportivo Nike Pro Para Mujer Rojo 696
FUTBOL,Nike,PRO,1552644343,$ 87.999,$ 87.999,0.0%,0,3,https://articulo.mercadolibre.com.ar/MLA-1552644343-remera-nike-pro-training-para-hombre-rosa-551-_JM?searchVariation=185986222506#polycard_client=search-desktop&searchVariation=185986222506&search_layout=grid&position=22&type=item&tracking_id=07352ce7-d48e-44d3-96ef-41e4ef1abba0,2026-03-13,Remera Nike Pro Training Para Hombre Rosa 551
FUTBOL,Nike,PRO,1483582407,$ 129.999,$ 129.999,0.0%,0,4,https://articulo.mercadolibre.com.ar/MLA-1483582407-calzas-para-mujer-nike-pro-sculpt-entrenamiento-negro-_JM?searchVariation=183155384944#polycard_client=search-desktop&searchVariation=183155384944&search_layout=grid&position=34&type=item&tracking_id=07352ce7-d48e-44d3-96ef-41e4ef1abba0,2026-03-13,Calzas Para Mujer Nike Pro Sculpt Entrenamiento Negro
FUTBOL,Adidas,PRO,2472675002,$ 119.999,$ 119.999,0.0%,0,4,https://articulo.mercadolibre.com.ar/MLA-2472675002-short-de-tenis-pro-climacool-ergo-jn0782-adidas-_JM?searchVariation=186422656954#polycard_client=search-desktop&searchVariation=186422656954&search_layout=grid&position=36&type=item&tracking_id=b6941fa2-7cd2-4bb1-9e0d-c461a2efa2bb,2026-03-13,Short De Tenis Pro Climacool Ergo Jn0782 adidas
Running,Adidas,GALAXY,1476939677,$ 109.999,$ 109.999,0.0%,3,4,https://articulo.mercadolibre.com.ar/MLA-1476939677-zapatillas-de-running-galaxy-7-id8760-adidas-_JM?searchVariation=186938502991#polycard_client=search-desktop&searchVariation=186938502991&search_layout=grid&position=4&type=item&tracking_id=3382546c-ae9a-4501-be11-20ba3fa1235c,2026-03-13,Zapatillas De Running Galaxy 7 Id8760 adidas
Running,Adidas,GALAXY,1587583363,$ 109.999,$ 109.999,0.0%,3,,https://articulo.mercadolibre.com.ar/MLA-1587583363-zapatillas-adidas-running-galaxy-7-mujer-blanco-id8762-_JM?searchVariation=187255320688#polycard_client=search-desktop&searchVariation=187255320688&search_layout=grid&position=15&type=item&tracking_id=3382546c-ae9a-4501-be11-20ba3fa1235c,2026-03-13,Zapatillas adidas Running Galaxy 7 Mujer Blanco Id8762
Running,Adidas,GALAXY,2050104130,$ 109.999,$ 109.999,0.0%,3,13,https://articulo.mercadolibre.com.ar/MLA-2050104130-zapatillas-galaxy-6-gw4138-adidas-_JM?searchVariation=187504156209#polycard_client=search-desktop&searchVariation=187504156209&search_layout=grid&position=17&type=item&tracking_id=3382546c-ae9a-4501-be11-20ba3fa1235c,2026-03-13,Zapatillas Galaxy 6 Gw4138 adidas
Running,Adidas,GALAXY,2050326952,$ 109.999,$ 109.999,0.0%,3,2,https://articulo.mercadolibre.com.ar/MLA-2050326952-zapatillas-de-running-galaxy-7-id8756-adidas-_JM?searchVariation=187505022903#polycard_client=search-desktop&searchVariation=187505022903&search_layout=grid&position=19&type=item&tracking_id=3382546c-ae9a-4501-be11-20ba3fa1235c,2026-03-13,Zapatillas De Running Galaxy 7 Id8756 adidas
Running,Adidas,GALAXY,1476693481,$ 109.999,$ 109.999,0.0%,3,2,https://articulo.mercadolibre.com.ar/MLA-1476693481-zapatillas-de-running-galaxy-7-id8763-adidas-_JM?searchVariation=186938525099#polycard_client=search-desktop&searchVariation=186938525099&search_layout=grid&position=20&type=item&tracking_id=3382546c-ae9a-4501-be11-20ba3fa1235c,2026-03-13,Zapatillas De Running Galaxy 7 Id8763 adidas
Running,Adidas,RUNBLAZE,1581293135,$ 89.999,$ 89.999,0.0%,0,,https://articulo.mercadolibre.com.ar/MLA-1581293135-zapatillas-adidas-running-runblaze-hombre-blanco-kk3422-_JM?searchVariation=187043047812#polycard_client=search-desktop&searchVariation=187043047812&search_layout=grid&position=14&type=item&tracking_id=402954e2-1f41-434c-8254-ed20e16f2fcf,2026-03-13,Zapatillas adidas Running Runblaze Hombre Blanco Kk3422
Sportswear,Nike,FIELD GENERAL,2576943158,$ 189.999,$ 168.627,11.2%,6,,https://articulo.mercadolibre.com.ar/MLA-2576943158-zapatillas-nike-field-general-para-mujer-verde-300-_JM?searchVariation=187182010118#polycard_client=search-desktop&searchVariation=187182010118&search_layout=grid&position=3&type=item&tracking_id=51222c17-77b5-4f9b-871b-012ac1e90360,2026-03-13,Zapatillas Nike Field General Para Mujer Verde 300
Sportswear,Nike,FIELD GENERAL,2269545632,$ 179.999,$ 112.319,37.6%,3,,https://articulo.mercadolibre.com.ar/MLA-2269545632-zapatillas-nike-field-general-leather-para-hombre-blanco-100-_JM?searchVariation=189917600149#polycard_client=search-desktop&searchVariation=189917600149&search_layout=grid&position=4&type=item&tracking_id=51222c17-77b5-4f9b-871b-012ac1e90360,2026-03-13,Zapatillas Nike Field General Leather Para Hombre Blanco 100
Sportswear,Nike,FIELD GENERAL,2269494180,$ 179.999,$ 179.999,0.0%,3,,https://articulo.mercadolibre.com.ar/MLA-2269494180-zapatillas-nike-field-general-para-mujer-gris-002-_JM?searchVariation=184831045982#polycard_client=search-desktop&searchVariation=184831045982&search_layout=grid&position=5&type=item&tracking_id=51222c17-77b5-4f9b-871b-012ac1e90360,2026-03-13,Zapatillas Nike Field General Para Mujer Gris 002
Sportswear,Nike,FIELD GENERAL,2577675224,$ 179.999,$ 112.836,37.3%,6,6,https://articulo.mercadolibre.com.ar/MLA-2577675224-zapatillas-nike-field-general-para-mujer-rojo-601-_JM?searchVariation=193087094107#polycard_client=search-desktop&searchVariation=193087094107&search_layout=grid&position=7&type=item&tracking_id=51222c17-77b5-4f9b-871b-012ac1e90360,2026-03-13,Zapatillas Nike Field General Para Mujer Rojo 601
Sportswear,Nike,FIELD GENERAL,2269545916,$ 164.999,$ 98.999,40.0%,3,,https://articulo.mercadolibre.com.ar/MLA-2269545916-zapatillas-nike-field-general-para-ninos-naranja-800-_JM?searchVariation=189917601843#polycard_client=search-desktop&searchVariation=189917601843&search_layout=grid&position=8&type=item&tracking_id=51222c17-77b5-4f9b-871b-012ac1e90360,2026-03-13,Zapatillas Nike Field General Para Niños Naranja 800
Sportswear,Nike,FIELD GENERAL,2269558878,$ 164.999,$ 120.037,27.3%,3,,https://articulo.mercadolibre.com.ar/MLA-2269558878-zapatillas-nike-field-general-para-ninos-azul-401-_JM?searchVariation=184831494768#polycard_client=search-desktop&searchVariation=184831494768&search_layout=grid&position=10&type=item&tracking_id=51222c17-77b5-4f9b-871b-012ac1e90360,2026-03-13,Zapatillas Nike Field General Para Niños Azul 401
Sportswear,Nike,FIELD GENERAL,2577817238,$ 179.999,$ 112.319,37.6%,6,,https://articulo.mercadolibre.com.ar/MLA-2577817238-zapatillas-nike-field-general-para-mujer-naranja-800-_JM?searchVariation=187181961292#polycard_client=search-desktop&searchVariation=187181961292&search_layout=grid&position=11&type=item&tracking_id=51222c17-77b5-4f9b-871b-012ac1e90360,2026-03-13,Zapatillas Nike Field General Para Mujer Naranja 800
Sportswear,Nike,FIELD GENERAL,2577083678,$ 179.999,$ 104.759,41.8%,3,,https://articulo.mercadolibre.com.ar/MLA-2577083678-zapatillas-nike-field-general-para-hombre-azul-402-_JM?searchVariation=193086940929#polycard_client=search-desktop&searchVariation=193086940929&search_layout=grid&position=12&type=item&tracking_id=51222c17-77b5-4f9b-871b-012ac1e90360,2026-03-13,Zapatillas Nike Field General Para Hombre Azul 402
Sportswear,Nike,TERRA MANTA,1529425533,$ 142.999,$ 142.999,0.0%,3,,https://articulo.mercadolibre.com.ar/MLA-1529425533-zapatillas-nike-terra-manta-para-ninos-negro-003-_JM?searchVariation=190593869813#polycard_client=search-desktop&searchVariation=190593869813&search_layout=grid&position=12&type=item&tracking_id=f015acd1-b7c0-47fe-a0f0-5103d0f84353,2026-03-13,Zapatillas Nike Terra Manta Para Niños Negro 003
Sportswear,Nike,TERRA MANTA,2155607572,$ 142.999,$ 116.800,18.3%,3,,https://articulo.mercadolibre.com.ar/MLA-2155607572-zapatillas-nike-terra-manta-para-ninos-hv9702-200-_JM?searchVariation=188791757863#polycard_client=search-desktop&searchVariation=188791757863&search_layout=grid&position=10&type=item&tracking_id=f015acd1-b7c0-47fe-a0f0-5103d0f84353,2026-03-13,Zapatillas Nike Terra Manta Para Niños Hv9702-200
Sportswear,Nike,TERRA MANTA,1529632233,$ 142.999,$ 142.999,0.0%,6,,https://articulo.mercadolibre.com.ar/MLA-1529632233-zapatillas-nike-terra-manta-para-ninos-blanco-101-_JM?searchVariation=190593830317#polycard_client=search-desktop&searchVariation=190593830317&search_layout=grid&position=11&type=item&tracking_id=f015acd1-b7c0-47fe-a0f0-5103d0f84353,2026-03-13,Zapatillas Nike Terra Manta Para Niños Blanco 101
Sportswear,Nike,TERRA MANTA,1529425535,$ 174.999,$ 174.999,0.0%,3,,https://articulo.mercadolibre.com.ar/MLA-1529425535-zapatillas-nike-terra-manta-para-hombre-blanco-102-_JM?searchVariation=190593869829#polycard_client=search-desktop&searchVariation=190593869829&search_layout=grid&position=13&type=item&tracking_id=f015acd1-b7c0-47fe-a0f0-5103d0f84353,2026-03-13,Zapatillas Nike Terra Manta Para Hombre Blanco 102
