Categoría,Marca,Franquicia,MLA,Full Price,Final Price,Markdown %,Cuotas,Talles,URL,Fecha,Nombre Producto
Running,Adidas,RUNFALCON,1477050833,$ 109.999,$ 109.999,0.0%,6,,https://articulo.mercadolibre.com.ar/MLA-1477050833-zapatillas-adidas-running-runfalcon-5-hombre-negro-ih7758-_JM?searchVariation=186950424081&pdp_filters=official_store%3A964#polycard_client=search-desktop&searchVariation=186950424081&search_layout=grid&position=6&type=item&tracking_id=0a047c3a-5c8f-4d35-9512-af9a0cbc89a1,2026-03-11,Zapatillas adidas Running Runfalcon 5 Hombre Negro Ih7758
Running,Adidas,RUNFALCON,1587430773,$ 109.999,$ 109.999,0.0%,3,4,https://articulo.mercadolibre.com.ar/MLA-1587430773-zapatillas-adidas-running-runfalcon-5-hombre-gris-jq6979-_JM?searchVariation=193180273423&pdp_filters=official_store%3A964#polycard_client=search-desktop&searchVariation=193180273423&search_layout=grid&position=9&type=item&tracking_id=0a047c3a-5c8f-4d35-9512-af9a0cbc89a1,2026-03-11,Zapatillas adidas Running Runfalcon 5 Hombre Gris Jq6979
Running,Adidas,RUNFALCON,1473133047,$ 69.999,$ 69.999,0.0%,0,4,https://articulo.mercadolibre.com.ar/MLA-1473133047-zapatillas-runfalcon-5-kids-ie8598-adidas-_JM?searchVariation=182804216072&pdp_filters=official_store%3A964#polycard_client=search-desktop&searchVariation=182804216072&search_layout=grid&position=11&type=item&tracking_id=0a047c3a-5c8f-4d35-9512-af9a0cbc89a1,2026-03-11,Zapatillas Runfalcon 5 Kids Ie8598 adidas
Running,Adidas,RUNFALCON,1587583367,$ 109.999,$ 109.999,0.0%,3,5,https://articulo.mercadolibre.com.ar/MLA-1587583367-zapatillas-adidas-running-runfalcon-5-mujer-blanco-jq9401-_JM?searchVariation=187255320758&pdp_filters=official_store%3A964#polycard_client=search-desktop&searchVariation=187255320758&search_layout=grid&position=15&type=item&tracking_id=0a047c3a-5c8f-4d35-9512-af9a0cbc89a1,2026-03-11,Zapatillas adidas Running Runfalcon 5 Mujer Blanco Jq9401
Running,Adidas,RUNFALCON,2622353544,$ 109.999,$ 109.999,0.0%,3,,https://articulo.mercadolibre.com.ar/MLA-2622353544-zapatillas-adidas-running-runfalcon-5-hombre-verde-jq6975-_JM?searchVariation=193686871497&pdp_filters=official_store%3A964#polycard_client=search-desktop&searchVariation=193686871497&search_layout=grid&position=17&type=item&tracking_id=0a047c3a-5c8f-4d35-9512-af9a0cbc89a1,2026-03-11,Zapatillas adidas Running Runfalcon 5 Hombre Verde Jq6975
Running,Adidas,RUNFALCON,2584140416,$ 119.999,$ 119.999,0.0%,3,7,https://articulo.mercadolibre.com.ar/MLA-2584140416-zapatillas-adidas-running-runfalcon-5-mujer-verde-jq6970-_JM?searchVariation=193184806187&pdp_filters=official_store%3A964#polycard_client=search-desktop&searchVariation=193184806187&search_layout=grid&position=18&type=item&tracking_id=0a047c3a-5c8f-4d35-9512-af9a0cbc89a1,2026-03-11,Zapatillas adidas Running Runfalcon 5 Mujer Verde Jq6970
Running,Adidas,RUNFALCON,1476810065,$ 109.999,$ 109.999,0.0%,3,,https://articulo.mercadolibre.com.ar/MLA-1476810065-zapatillas-de-running-runfalcon-5-ie8812-adidas-_JM?searchVariation=182905935752&pdp_filters=official_store%3A964#polycard_client=search-desktop&searchVariation=182905935752&search_layout=grid&position=20&type=item&tracking_id=0a047c3a-5c8f-4d35-9512-af9a0cbc89a1,2026-03-11,Zapatillas De Running Runfalcon 5 Ie8812 adidas
Running,Adidas,RUNFALCON,2584204790,$ 109.999,$ 109.999,0.0%,3,,https://articulo.mercadolibre.com.ar/MLA-2584204790-zapatillas-adidas-running-runfalcon-5-mujer-azul-jq9403-_JM?searchVariation=193184946695&pdp_filters=official_store%3A964#polycard_client=search-desktop&searchVariation=193184946695&search_layout=grid&position=22&type=item&tracking_id=0a047c3a-5c8f-4d35-9512-af9a0cbc89a1,2026-03-11,Zapatillas adidas Running Runfalcon 5 Mujer Azul Jq9403
Running,Adidas,RUNFALCON,2584204796,$ 109.999,$ 109.999,0.0%,3,,https://articulo.mercadolibre.com.ar/MLA-2584204796-zapatillas-adidas-running-runfalcon-5-mujer-blanco-jq9402-_JM?searchVariation=193184946797&pdp_filters=official_store%3A964#polycard_client=search-desktop&searchVariation=193184946797&search_layout=grid&position=23&type=item&tracking_id=0a047c3a-5c8f-4d35-9512-af9a0cbc89a1,2026-03-11,Zapatillas adidas Running Runfalcon 5 Mujer Blanco Jq9402
Running,Adidas,RUNFALCON,2584307084,$ 109.999,$ 109.999,0.0%,3,,https://articulo.mercadolibre.com.ar/MLA-2584307084-zapatillas-adidas-running-runfalcon-5-hombre-cafe-jq6976-_JM?searchVariation=187256159848&pdp_filters=official_store%3A964#polycard_client=search-desktop&searchVariation=187256159848&search_layout=grid&position=24&type=item&tracking_id=0a047c3a-5c8f-4d35-9512-af9a0cbc89a1,2026-03-11,Zapatillas adidas Running Runfalcon 5 Hombre Café Jq6976
Running,Adidas,RUNFALCON,1478387225,$ 109.999,$ 109.999,0.0%,3,,https://articulo.mercadolibre.com.ar/MLA-1478387225-zapatillas-adidas-running-runfalcon-5-hombre-gris-ji0879-_JM?searchVariation=182980604968&pdp_filters=official_store%3A964#polycard_client=search-desktop&searchVariation=182980604968&search_layout=grid&position=25&type=item&tracking_id=0a047c3a-5c8f-4d35-9512-af9a0cbc89a1,2026-03-11,Zapatillas adidas Running Runfalcon 5 Hombre Gris Ji0879
Running,Adidas,RUNFALCON,1587393597,$ 109.999,$ 109.999,0.0%,3,5,https://articulo.mercadolibre.com.ar/MLA-1587393597-zapatillas-adidas-running-runfalcon-5-hombre-gris-jq6978-_JM?searchVariation=193180537437&pdp_filters=official_store%3A964#polycard_client=search-desktop&searchVariation=193180537437&search_layout=grid&position=29&type=item&tracking_id=0a047c3a-5c8f-4d35-9512-af9a0cbc89a1,2026-03-11,Zapatillas adidas Running Runfalcon 5 Hombre Gris Jq6978
Running,Adidas,RUNFALCON,2472628124,$ 89.999,$ 89.999,0.0%,6,2,https://articulo.mercadolibre.com.ar/MLA-2472628124-zapatillas-de-running-runfalcon-5-ki6138-adidas-_JM?searchVariation=186426382978&pdp_filters=official_store%3A964#polycard_client=search-desktop&searchVariation=186426382978&search_layout=grid&position=30&type=item&tracking_id=0a047c3a-5c8f-4d35-9512-af9a0cbc89a1,2026-03-11,Zapatillas De Running Runfalcon 5 Ki6138 adidas
Sportswear,Adidas,FORUM LOW,1517381121,$ 179.999,$ 179.999,0.0%,3,6,https://articulo.mercadolibre.com.ar/MLA-1517381121-zapatillas-adizero-select-20-low-jr8282-adidas-_JM?searchVariation=190163260043&pdp_filters=official_store%3A964#polycard_client=search-desktop&searchVariation=190163260043&search_layout=grid&position=2&type=item&tracking_id=6f956394-637f-40ea-81be-782393cbe2b0,2026-03-11,Zapatillas Adizero Select 2.0 Low Jr8282 adidas
Sportswear,Adidas,FORUM LOW,1517355143,$ 179.999,$ 179.999,0.0%,6,7,https://articulo.mercadolibre.com.ar/MLA-1517355143-zapatillas-adizero-select-20-low-jr8283-adidas-_JM?searchVariation=185001395316&pdp_filters=official_store%3A964#polycard_client=search-desktop&searchVariation=185001395316&search_layout=grid&position=3&type=item&tracking_id=6f956394-637f-40ea-81be-782393cbe2b0,2026-03-11,Zapatillas Adizero Select 2.0 Low Jr8283 adidas
Sportswear,Adidas,FORUM LOW,1478333851,$ 149.999,$ 86.399,42.4%,0,4,https://articulo.mercadolibre.com.ar/MLA-1478333851-zapatillas-adidas-tenis-avaflash-low-mujer-blanco-ih0511-_JM?searchVariation=182980385298&pdp_filters=official_store%3A964#polycard_client=search-desktop&searchVariation=182980385298&search_layout=grid&position=4&type=item&tracking_id=6f956394-637f-40ea-81be-782393cbe2b0,2026-03-11,Zapatillas adidas Tenis Avaflash Low Mujer Blanco Ih0511
Sportswear,Nike,KILLSHOT,2269571852,$ 199.999,$ 148.124,25.9%,6,,https://articulo.mercadolibre.com.ar/MLA-2269571852-zapatillas-nike-killshot-2-mujer-blanco-fz5630-101-_JM?searchVariation=189916284771&pdp_filters=official_store%3A1450#polycard_client=search-desktop&searchVariation=189916284771&search_layout=grid&position=2&type=item&tracking_id=92810bd2-a5b0-49c6-913e-eaae5cf81dd8,2026-03-11,Zapatillas Nike Killshot 2 Mujer Blanco Fz5630-101
Sportswear,Nike,KILLSHOT,2269468110,$ 199.999,$ 148.926,25.5%,3,,https://articulo.mercadolibre.com.ar/MLA-2269468110-zapatillas-nike-killshot-2-hombre-gris-fq8903-003-_JM?searchVariation=189917276517&pdp_filters=official_store%3A1450#polycard_client=search-desktop&searchVariation=189917276517&search_layout=grid&position=3&type=item&tracking_id=92810bd2-a5b0-49c6-913e-eaae5cf81dd8,2026-03-11,Zapatillas Nike Killshot 2 Hombre Gris Fq8903-003
Sportswear,Nike,KILLSHOT,1529593263,$ 149.999,$ 109.124,27.3%,3,,https://articulo.mercadolibre.com.ar/MLA-1529593263-zapatillas-nike-killshot2-para-ninos-blanco-100-_JM?searchVariation=190593793121&pdp_filters=official_store%3A1450#polycard_client=search-desktop&searchVariation=190593793121&search_layout=grid&position=4&type=item&tracking_id=92810bd2-a5b0-49c6-913e-eaae5cf81dd8,2026-03-11,Zapatillas Nike Killshot 2 Para Niños Blanco 100
Sportswear,Nike,KILLSHOT,2269519690,$ 199.999,$ 199.999,0.0%,6,9,https://articulo.mercadolibre.com.ar/MLA-2269519690-zapatillas-nike-killshot-2-leather-para-hombre-gris-001-_JM?searchVariation=189917238287&pdp_filters=official_store%3A1450#polycard_client=search-desktop&searchVariation=189917238287&search_layout=grid&position=5&type=item&tracking_id=92810bd2-a5b0-49c6-913e-eaae5cf81dd8,2026-03-11,Zapatillas Nike Killshot 2 Leather Para Hombre Gris 001
Sportswear,Nike,KILLSHOT,2269455364,$ 199.999,$ 199.999,0.0%,6,5,https://articulo.mercadolibre.com.ar/MLA-2269455364-zapatillas-nike-killshot-2-para-hombre-azul-401-_JM?searchVariation=189917057655&pdp_filters=official_store%3A1450#polycard_client=search-desktop&searchVariation=189917057655&search_layout=grid&position=6&type=item&tracking_id=92810bd2-a5b0-49c6-913e-eaae5cf81dd8,2026-03-11,Zapatillas Nike Killshot 2 Para Hombre Azul 401
Sportswear,Nike,KILLSHOT,1515899913,$ 199.999,$ 124.914,37.5%,6,,https://articulo.mercadolibre.com.ar/MLA-1515899913-zapatillas-nike-killshot-2-para-mujer-azul-400-_JM?searchVariation=184831636246&pdp_filters=official_store%3A1450#polycard_client=search-desktop&searchVariation=184831636246&search_layout=grid&position=7&type=item&tracking_id=92810bd2-a5b0-49c6-913e-eaae5cf81dd8,2026-03-11,Zapatillas Nike Killshot 2 Para Mujer Azul 400
Sportswear,Nike,KILLSHOT,2269904748,$ 149.999,$ 127.970,14.7%,3,5,https://articulo.mercadolibre.com.ar/MLA-2269904748-zapatillas-nike-killshot-2-para-ninos-blanco-101-_JM?searchVariation=189916375541&pdp_filters=official_store%3A1450#polycard_client=search-desktop&searchVariation=189916375541&search_layout=grid&position=8&type=item&tracking_id=92810bd2-a5b0-49c6-913e-eaae5cf81dd8,2026-03-11,Zapatillas Nike Killshot 2 Para Niños Blanco 101
Sportswear,Nike,KILLSHOT,1515899909,$ 199.999,$ 199.999,0.0%,3,,https://articulo.mercadolibre.com.ar/MLA-1515899909-zapatillas-nike-killshot-2-para-mujer-negro-001-_JM?searchVariation=184831636218&pdp_filters=official_store%3A1450#polycard_client=search-desktop&searchVariation=184831636218&search_layout=grid&position=9&type=item&tracking_id=92810bd2-a5b0-49c6-913e-eaae5cf81dd8,2026-03-11,Zapatillas Nike Killshot 2 Para Mujer Negro 001
Sportswear,Nike,KILLSHOT,2269545626,$ 199.999,$ 124.799,37.6%,6,4,https://articulo.mercadolibre.com.ar/MLA-2269545626-zapatillas-nike-killshot-2-para-mujer-blanco-106-_JM?searchVariation=189917600105&pdp_filters=official_store%3A1450#polycard_client=search-desktop&searchVariation=189917600105&search_layout=grid&position=10&type=item&tracking_id=92810bd2-a5b0-49c6-913e-eaae5cf81dd8,2026-03-11,Zapatillas Nike Killshot 2 Para Mujer Blanco 106
Sportswear,Nike,KILLSHOT,2269533026,$ 149.999,$ 149.999,0.0%,3,5,https://articulo.mercadolibre.com.ar/MLA-2269533026-zapatillas-nike-killshot-2-para-ninos-negro-001-_JM?searchVariation=184831136172&pdp_filters=official_store%3A1450#polycard_client=search-desktop&searchVariation=184831136172&search_layout=grid&position=11&type=item&tracking_id=92810bd2-a5b0-49c6-913e-eaae5cf81dd8,2026-03-11,Zapatillas Nike Killshot 2 Para Niños Negro 001
Sportswear,Nike,KILLSHOT,2269390516,$ 199.999,$ 199.999,0.0%,6,,https://articulo.mercadolibre.com.ar/MLA-2269390516-zapatillas-nike-killshot-2-leather-para-hombre-negro-070-_JM?searchVariation=184831084768&pdp_filters=official_store%3A1450#polycard_client=search-desktop&searchVariation=184831084768&search_layout=grid&position=13&type=item&tracking_id=92810bd2-a5b0-49c6-913e-eaae5cf81dd8,2026-03-11,Zapatillas Nike Killshot 2 Leather Para Hombre Negro 070
Sportswear,Nike,CORTEZ,2576943156,$ 199.999,$ 139.056,30.5%,3,,https://articulo.mercadolibre.com.ar/MLA-2576943156-zapatillas-nike-cortez-textile-para-mujer-azul-404-_JM?searchVariation=187182010086&pdp_filters=official_store%3A1450#polycard_client=search-desktop&searchVariation=187182010086&search_layout=grid&position=2&type=item&tracking_id=2691b9eb-e83b-4968-afe7-59d22b21ddc8,2026-03-11,Zapatillas Nike Cortez Textile Para Mujer Azul 404
Sportswear,Nike,NIKE AIR MAX SC,2155594628,$ 209.999,$ 209.999,0.0%,6,,https://articulo.mercadolibre.com.ar/MLA-2155594628-zapatillas-nike-air-zoom-upturn-sc-para-mujer-ib2764-001-_JM?searchVariation=188792482693&pdp_filters=official_store%3A1450#polycard_client=search-desktop&searchVariation=188792482693&search_layout=grid&position=1&type=item&tracking_id=8ae18afb-4eb0-4d99-9934-d10a87b4975c,2026-03-11,Zapatillas Nike Air Zoom Upturn Sc Para Mujer Ib2764-001
Sportswear,Nike,NIKE AIR MAX SC,2155439108,$ 154.999,$ 154.999,0.0%,3,,https://articulo.mercadolibre.com.ar/MLA-2155439108-zapatillas-nike-uplift-sc-para-mujer-ib2766-002-_JM?searchVariation=188791914203&pdp_filters=official_store%3A1450#polycard_client=search-desktop&searchVariation=188791914203&search_layout=grid&position=2&type=item&tracking_id=8ae18afb-4eb0-4d99-9934-d10a87b4975c,2026-03-11,Zapatillas Nike Uplift Sc Para Mujer Ib2766-002
Sportswear,Nike,NIKE AIR MAX SC,2155413092,$ 154.999,$ 154.999,0.0%,3,2,https://articulo.mercadolibre.com.ar/MLA-2155413092-zapatillas-nike-uplift-sc-para-mujer-ib2766-001-_JM?searchVariation=188792174789&pdp_filters=official_store%3A1450#polycard_client=search-desktop&searchVariation=188792174789&search_layout=grid&position=4&type=item&tracking_id=8ae18afb-4eb0-4d99-9934-d10a87b4975c,2026-03-11,Zapatillas Nike Uplift Sc Para Mujer Ib2766-001
Sportswear,Nike,NIKE AIR MAX SC,1531397907,$ 209.999,$ 209.999,0.0%,6,,https://articulo.mercadolibre.com.ar/MLA-1531397907-zapatillas-nike-air-max-correlate-hombre-511416-011-negro-_JM?searchVariation=185354634942&pdp_filters=official_store%3A1450#polycard_client=search-desktop&searchVariation=185354634942&search_layout=grid&position=5&type=item&tracking_id=8ae18afb-4eb0-4d99-9934-d10a87b4975c,2026-03-11,Zapatillas Nike Air Max Correlate Hombre 511416-011 Negro
Sportswear,Nike,NIKE AIR MAX SC,1529657945,$ 164.999,$ 144.044,12.7%,3,,https://articulo.mercadolibre.com.ar/MLA-1529657945-zapatillas-nike-air-max-fusion-hombre-cj1670-100-blanco-_JM?searchVariation=190594029791&pdp_filters=official_store%3A1450#polycard_client=search-desktop&searchVariation=190594029791&search_layout=grid&position=6&type=item&tracking_id=8ae18afb-4eb0-4d99-9934-d10a87b4975c,2026-03-11,Zapatillas Nike Air Max Fusión Hombre Cj1670-100 Blanco
Sportswear,Nike,NIKE AIR MAX SC,1396800973,$ 184.999,$ 184.999,0.0%,6,,https://articulo.mercadolibre.com.ar/MLA-1396800973-zapatillas-hombre-nike-air-max-alpha-trainer-5-dm0829-001-_JM?searchVariation=180784799429&pdp_filters=official_store%3A1450#polycard_client=search-desktop&searchVariation=180784799429&search_layout=grid&position=7&type=item&tracking_id=8ae18afb-4eb0-4d99-9934-d10a87b4975c,2026-03-11,Zapatillas Hombre Nike Air Max Alpha Trainer 5 Dm0829-001
Sportswear,Nike,NIKE AIR MAX SC,2155633438,$ 174.999,$ 113.094,35.4%,6,,https://articulo.mercadolibre.com.ar/MLA-2155633438-zapatillas-nike-terra-manta-para-mujer-hq1940-300-_JM?searchVariation=184142127960&pdp_filters=official_store%3A1450#polycard_client=search-desktop&searchVariation=184142127960&search_layout=grid&position=8&type=item&tracking_id=8ae18afb-4eb0-4d99-9934-d10a87b4975c,2026-03-11,Zapatillas Nike Terra Manta Para Mujer Hq1940-300
Sportswear,Nike,NIKE AIR MAX SC,1529683447,$ 184.999,$ 184.999,0.0%,3,8,https://articulo.mercadolibre.com.ar/MLA-1529683447-zapatillas-nike-air-max-torch-4-hombre-blanco-343846-100-_JM?searchVariation=190594017081&pdp_filters=official_store%3A1450#polycard_client=search-desktop&searchVariation=190594017081&search_layout=grid&position=9&type=item&tracking_id=8ae18afb-4eb0-4d99-9934-d10a87b4975c,2026-03-11,Zapatillas Nike Air Max Torch 4 Hombre Blanco 343846-100
Sportswear,Nike,NIKE AIR MAX SC,2155439124,$ 209.999,$ 166.574,20.7%,3,,https://articulo.mercadolibre.com.ar/MLA-2155439124-zapatillas-nike-air-zoom-upturn-sc-para-hombre-ib2746-101-_JM?searchVariation=188791914311&pdp_filters=official_store%3A1450#polycard_client=search-desktop&searchVariation=188791914311&search_layout=grid&position=10&type=item&tracking_id=8ae18afb-4eb0-4d99-9934-d10a87b4975c,2026-03-11,Zapatillas Nike Air Zoom Upturn Sc Para Hombre Ib2746-101
Sportswear,Nike,NIKE AIR MAX SC,1529709245,$ 154.999,$ 136.072,12.2%,6,6,https://articulo.mercadolibre.com.ar/MLA-1529709245-zapatillas-nike-uplift-sc-azul-401-_JM?searchVariation=185319985214&pdp_filters=official_store%3A1450#polycard_client=search-desktop&searchVariation=185319985214&search_layout=grid&position=11&type=item&tracking_id=8ae18afb-4eb0-4d99-9934-d10a87b4975c,2026-03-11,Zapatillas Nike Uplift Sc Azul 401
Sportswear,Nike,NIKE AIR MAX SC,1470443187,$ 219.999,$ 219.999,0.0%,3,,https://articulo.mercadolibre.com.ar/MLA-1470443187-zapatillas-para-hombre-nike-air-max-excee-moda-negro-_JM?searchVariation=182715092178&pdp_filters=official_store%3A1450#polycard_client=search-desktop&searchVariation=182715092178&search_layout=grid&position=13&type=item&tracking_id=8ae18afb-4eb0-4d99-9934-d10a87b4975c,2026-03-11,Zapatillas Para Hombre Nike Air Max Excee Moda Negro
Sportswear,Nike,NIKE AIR MAX SC,1508189213,$ 209.999,$ 209.999,0.0%,6,,https://articulo.mercadolibre.com.ar/MLA-1508189213-zapatillas-nike-air-zoom-upturn-sc-hombre-ib2746-002-_JM?searchVariation=184141576072&pdp_filters=official_store%3A1450#polycard_client=search-desktop&searchVariation=184141576072&search_layout=grid&position=14&type=item&tracking_id=8ae18afb-4eb0-4d99-9934-d10a87b4975c,2026-03-11,Zapatillas Nike Air Zoom Upturn Sc Hombre Ib2746-002
Sportswear,Nike,NIKE AIR MAX SC,2155529620,$ 154.999,$ 145.699,6.0%,6,,https://articulo.mercadolibre.com.ar/MLA-2155529620-zapatillas-nike-uplift-sc-para-hombre-ib2765-001-_JM?searchVariation=188793610797&pdp_filters=official_store%3A1450#polycard_client=search-desktop&searchVariation=188793610797&search_layout=grid&position=15&type=item&tracking_id=8ae18afb-4eb0-4d99-9934-d10a87b4975c,2026-03-11,Zapatillas Nike Uplift Sc Para Hombre Ib2765-001
Sportswear,Nike,NIKE AIR MAX SC,2135591492,$ 199.999,$ 138.848,30.6%,3,,https://articulo.mercadolibre.com.ar/MLA-2135591492-zapatillas-nike-air-max-nuaxis-para-hombre-fd4329-103-_JM?searchVariation=184017364722&pdp_filters=official_store%3A1450#polycard_client=search-desktop&searchVariation=184017364722&search_layout=grid&position=17&type=item&tracking_id=8ae18afb-4eb0-4d99-9934-d10a87b4975c,2026-03-11,Zapatillas Nike Air Max Nuaxis Para Hombre Fd4329-103
Running,Adidas,ADIZERO ADIOS PRO,2506790262,$ 249.999,$ 249.999,0.0%,6,,https://articulo.mercadolibre.com.ar/MLA-2506790262-zapatillas-adizero-evo-sl-jh6208-adidas-_JM?searchVariation=186616049030&pdp_filters=official_store%3A964#polycard_client=search-desktop&searchVariation=186616049030&search_layout=grid&position=1&type=item&tracking_id=2b065ed8-a3d9-44a2-ace4-db7c5f913fae,2026-03-11,Zapatillas Adizero Evo Sl Jh6208 adidas
